P,V_out,T
24.731,0.005411505699157715,21.142184163582705
24.731,0.005410671234130859,21.142184163582705
24.731,0.0054111480712890625,21.142184163582705
24.731,0.005413055419921875,21.142184163582705
24.73,0.005413532257080078,21.4310014888312
24.73,0.005413532257080078,21.4310014888312
24.73,0.005412578582763672,21.4310014888312
24.73,0.005411744117736816,21.4310014888312
24.73,0.005411028861999512,21.4310014888312
24.73,0.0054122209548950195,21.4310014888312
24.731,0.005411863327026367,20.793464592289336
24.731,0.0054132938385009766,20.793464592289336
24.731,0.005412101745605469,20.793464592289336
24.731,0.005411982536315918,20.793464592289336
24.731,0.00541377067565918,20.793464592289336
24.731,0.005412936210632324,20.793464592289336
24.731,0.005415439605712891,20.785834209677184
24.731,0.0054128170013427734,20.785834209677184
24.731,0.005413532257080078,20.785834209677184
24.731,0.005414009094238281,20.785834209677184
24.731,0.005414366722106934,20.785834209677184
24.731,0.005414724349975586,20.785834209677184
24.731,0.005413055419921875,20.785834209677184
24.731,0.0054149627685546875,20.732495437759333
24.731,0.005414128303527832,20.732495437759333
24.731,0.005414009094238281,20.732495437759333
24.731,0.0054138898849487305,20.732495437759333
24.731,0.005413174629211426,20.732495437759333
24.731,0.005414605140686035,20.732495437759333
24.734,0.005414605140686035,20.490930630505055
24.734,0.005414724349975586,20.490930630505055
24.734,0.005414724349975586,20.490930630505055
24.734,0.005414128303527832,20.490930630505055
24.734,0.0054166316986083984,20.490930630505055
24.734,0.005415558815002441,20.490930630505055
24.733,0.0054149627685546875,20.34564326921564
24.733,0.005416154861450195,20.34564326921564
24.733,0.005415916442871094,20.34564326921564
24.733,0.005415439605712891,20.34564326921564
24.733,0.005414843559265137,20.34564326921564
24.733,0.0054166316986083984,20.34564326921564
24.735,0.005417943000793457,20.163508803721623
24.735,0.005415916442871094,20.163508803721623
24.735,0.0054160356521606445,20.163508803721623
24.735,0.005415439605712891,20.163508803721623
24.735,0.005415201187133789,20.163508803721623
24.735,0.005416393280029297,20.163508803721623
24.735,0.0054177045822143555,20.062148289259607
24.735,0.005417346954345703,20.062148289259607
24.735,0.005419015884399414,20.062148289259607
24.735,0.0054177045822143555,20.062148289259607
24.735,0.005418062210083008,20.062148289259607
24.735,0.0054177045822143555,20.062148289259607
24.732,0.005418062210083008,19.97629855683184
24.732,0.005418658256530762,19.97629855683184
24.732,0.005417466163635254,19.97629855683184
24.732,0.005417943000793457,19.97629855683184
24.732,0.005418181419372559,19.97629855683184
24.732,0.0054187774658203125,19.97629855683184
24.73,0.005418658256530762,19.533226470024083
24.73,0.005419373512268066,19.533226470024083
24.73,0.005419015884399414,19.533226470024083
24.73,0.005417823791503906,19.533226470024083
24.73,0.005418062210083008,19.533226470024083
24.73,0.005417823791503906,19.533226470024083
24.726,0.0054171085357666016,19.424587903465444
24.726,0.005419611930847168,19.424587903465444
24.726,0.005418896675109863,19.424587903465444
24.726,0.0054198503494262695,19.424587903465444
24.726,0.005418658256530762,19.424587903465444
24.726,0.005419015884399414,19.424587903465444
24.722,0.005420684814453125,19.257045436793327
24.722,0.005420207977294922,19.257045436793327
24.722,0.005419731140136719,19.257045436793327
24.722,0.005420207977294922,19.257045436793327
24.722,0.00541841983795166,19.257045436793327
24.722,0.005421161651611328,19.257045436793327
24.725,0.005420327186584473,19.12724460570103
24.725,0.00541996955871582,19.12724460570103
24.725,0.005420684814453125,19.12724460570103
24.725,0.005421996116638184,19.12724460570103
24.725,0.005420207977294922,19.12724460570103
24.725,0.005420088768005371,19.12724460570103
24.725,0.005421280860900879,18.883912370181704
24.725,0.005420804023742676,18.883912370181704
24.725,0.005420684814453125,18.883912370181704
24.725,0.005421757698059082,18.883912370181704
24.725,0.005421638488769531,18.883912370181704
24.725,0.0054204463958740234,18.883912370181704
24.725,0.005422472953796387,18.695255004512898
24.725,0.005423545837402344,18.695255004512898
24.725,0.0054225921630859375,18.695255004512898
24.725,0.0054209232330322266,18.695255004512898
24.725,0.005421161651611328,18.695255004512898
24.725,0.005422353744506836,18.695255004512898
24.725,0.005423426628112793,18.653125300626854
24.725,0.0054236650466918945,18.653125300626854
24.725,0.005423069000244141,18.653125300626854
24.725,0.0054225921630859375,18.653125300626854
24.725,0.005422830581665039,18.653125300626854
24.725,0.005422472953796387,18.653125300626854
24.723,0.0054236650466918945,18.563676741534827
24.723,0.005421996116638184,18.563676741534827
24.723,0.005423069000244141,18.563676741534827
24.723,0.005423545837402344,18.563676741534827
24.723,0.005423307418823242,18.563676741534827
24.723,0.005422472953796387,18.563676741534827
24.719,0.005424022674560547,18.52309368919183
24.719,0.005424022674560547,18.52309368919183
24.719,0.005425691604614258,18.52309368919183
24.719,0.005423188209533691,18.52309368919183
24.719,0.005425572395324707,18.52309368919183
24.719,0.005424857139587402,18.52309368919183
24.719,0.00542604923248291,18.31084535844486
24.719,0.005424022674560547,18.31084535844486
