timestamp,source,action,details
1777900321.2155492,USB_RELAY,off,relay=3;response=relay on
1777900324.2167845,USB_RELAY,on,relay=3;response=3  >relay
1777900324.2302227,USB_RELAY,off,relay=3;response=off 3  >
1777900327.2311788,USB_RELAY,on,relay=3;response=relay on
1777900327.2440023,USB_RELAY,off,relay=3;response=3  >relay
1777900330.2467306,USB_RELAY,on,relay=3;response=off 3  >
1777900330.259377,USB_RELAY,off,relay=3;response=relay on
1777900333.2625818,USB_RELAY,on,relay=3;response=3  >relay
1777900333.2739766,USB_RELAY,off,relay=3;response=off 3  >
1777900336.2761042,USB_RELAY,on,relay=3;response=relay on
1777900336.287651,USB_RELAY,off,relay=3;response=3  >relay
1777900339.291719,USB_RELAY,on,relay=3;response=off 3  >
1777900339.3037531,USB_RELAY,off,relay=3;response=relay on
1777900342.3080883,USB_RELAY,on,relay=3;response=3  >relay
1777900342.320065,USB_RELAY,off,relay=3;response=off 3  >
1777900345.3231416,USB_RELAY,on,relay=3;response=relay on
1777900345.334034,USB_RELAY,off,relay=3;response=3  >relay
1777900348.338688,USB_RELAY,on,relay=3;response=off 3  >
1777900348.350385,USB_RELAY,off,relay=3;response=relay on
1777900351.353554,USB_RELAY,on,relay=3;response=3  >relay
1777900351.3644767,USB_RELAY,off,relay=3;response=off 3  >
1777900354.3666224,USB_RELAY,on,relay=3;response=relay on
1777900354.3795137,USB_RELAY,off,relay=3;response=3  >relay
1777900357.38438,USB_RELAY,on,relay=3;response=off 3  >
1777900357.3950984,USB_RELAY,off,relay=3;response=relay on
1777900360.3978167,USB_RELAY,on,relay=3;response=3  >relay
1777900360.4085875,USB_RELAY,off,relay=3;response=off 3  >
1777900363.4098814,USB_RELAY,on,relay=3;response=relay on
1777900363.4232275,USB_RELAY,off,relay=3;response=3  >relay
1777900366.4249794,USB_RELAY,on,relay=3;response=off 3  >
1777900366.4379187,USB_RELAY,off,relay=3;response=relay on
1777900369.4390497,USB_RELAY,on,relay=3;response=3  >relay
1777900369.4516592,USB_RELAY,off,relay=3;response=off 3  >
1777900372.5362124,STM_PIN,high,pin=7
1777900372.5362124,PELTIER_SWITCH,on,pin=7;reason=set_temp_stream
1777900500.6165044,STM_PIN,low,pin=7
1777900500.6175077,PELTIER_SWITCH,off,pin=7;reason=set_temp_stream_done
1777900500.6785333,USB_RELAY,on,relay=3;response=relay on
1777900500.6896088,USB_RELAY,off,relay=3;response=3  >relay
1777900506.7315552,STM_PIN,high,pin=6
1777900506.7315552,POLARITY,heat,pin=6
1777900506.8399992,STM_PIN,high,pin=7
1777900506.8399992,PELTIER_SWITCH,on,pin=7;reason=set_temp_stream
1777900567.3923435,STM_PIN,low,pin=7
1777900567.3923435,PELTIER_SWITCH,off,pin=7;reason=set_temp_stream_done
1777900567.4570289,USB_RELAY,on,relay=3;response=off 3  >
1777900572.45771,USB_RELAY,off,relay=3;response=relay on
1777900578.5007684,STM_PIN,low,pin=6
1777900578.5014195,POLARITY,cool,pin=6
1777900578.5635576,STM_PIN,high,pin=7
1777900578.5645592,PELTIER_SWITCH,on,pin=7;reason=set_temp_stream
1777900584.0989327,STM_PIN,low,pin=7
1777900584.0999336,PELTIER_SWITCH,off,pin=7;reason=set_temp_stream_done
1777900584.2380059,STM_PIN,high,pin=7
1777900584.2390077,PELTIER_SWITCH,on,pin=7;reason=set_temp_stream
1777900869.9075706,STM_PIN,low,pin=7
1777900869.9085715,PELTIER_SWITCH,off,pin=7;reason=set_temp_stream_done
1777900869.9632006,USB_RELAY,on,relay=3;response=3  >relay
1777900874.964792,USB_RELAY,off,relay=3;response=off 3  >
